日期,湖北,香港,广东,浙江,河南,湖南,安徽,上海,黑龙江,江西,北京,新疆,山东,四川,江苏,重庆,台湾,陕西,福建,河北,辽宁,内蒙古,广西,天津,云南,山西,海南,甘肃,吉林,贵州,宁夏,澳门,青海,西藏,累计确诊,每日新增
2020-7-21,68135,2018,1661,1270,1276,1019,991,737,947,932,929,140,798,603,655,583,455,322,364,349,164,250,255,203,189,201,171,167,155,147,75,46,18,1,86226,74
2020-7-22,68135,2131,1662,1270,1276,1019,991,738,947,932,929,158,798,603,655,583,455,323,364,349,167,250,255,203,189,201,171,167,155,147,75,46,18,1,86363,137
2020-7-23,68135,2249,1667,1270,1276,1019,991,739,947,932,929,171,798,603,655,583,455,323,364,349,167,250,255,203,189,201,171,167,155,147,75,46,18,1,86500,137
2020-7-24,68135,2372,1669,1270,1276,1019,991,741,947,932,929,191,798,603,655,583,458,323,364,349,176,251,255,203,189,201,171,167,155,147,75,46,18,1,86660,160
2020-7-25,68135,2505,1669,1270,1276,1019,991,741,947,932,929,213,799,603,655,583,458,323,364,349,189,256,255,204,189,201,171,167,155,147,75,46,18,1,86835,175
2020-7-26,68135,2633,1672,1270,1276,1019,991,741,947,932,929,254,799,604,655,583,458,323,366,349,203,258,255,204,189,201,171,167,157,147,75,46,18,1,87028,193
2020-7-27,68135,2778,1672,1270,1276,1019,991,743,947,932,931,311,799,604,655,583,462,323,366,349,209,258,255,204,190,201,171,167,157,147,75,46,18,1,87245,217
2020-7-28,68135,2884,1674,1270,1276,1019,991,744,947,932,932,400,799,604,655,583,467,323,366,349,209,258,255,204,190,201,171,167,157,147,75,46,18,1,87449,204
2020-7-29,68135,3002,1675,1270,1276,1019,991,744,947,932,933,496,799,604,655,583,467,324,366,349,222,258,255,204,191,201,171,167,157,147,75,46,18,1,87680,231
2020-7-30,68135,3151,1678,1270,1276,1019,991,744,947,932,933,608,799,604,655,583,467,324,366,349,233,258,255,205,191,201,171,167,157,147,75,46,18,1,87956,276
2020-7-31,68135,3272,1680,1270,1276,1019,991,748,947,932,933,639,799,604,655,583,467,324,366,349,241,258,255,205,191,201,171,167,157,147,75,46,18,1,88122,166
2020-8-1,68138,3396,1682,1270,1276,1019,991,749,947,932,933,668,802,608,655,583,474,326,367,349,244,258,255,205,191,201,171,167,157,147,75,46,18,1,88301,179
2020-8-2,68138,3511,1683,1270,1276,1019,991,749,947,932,933,696,804,608,658,583,474,326,367,349,244,258,255,205,191,201,171,167,157,147,75,46,18,1,88450,149
2020-8-3,68138,3589,1687,1270,1276,1019,991,750,947,932,933,724,804,609,658,583,474,326,367,349,255,258,255,205,191,201,171,167,157,147,75,46,18,1,88573,123
2020-8-4,68138,3669,1687,1270,1276,1019,991,752,947,932,934,746,804,610,658,583,476,327,367,349,255,258,255,205,191,201,171,167,157,147,75,46,18,1,88682,109
2020-8-5,68138,3754,1687,1270,1276,1019,991,757,947,932,934,773,805,610,658,583,476,327,367,349,258,258,255,205,191,201,171,167,157,147,75,46,18,1,88803,121
2020-8-6,68138,3849,1687,1270,1276,1019,991,764,947,932,935,799,805,611,659,583,477,328,367,349,259,258,255,205,191,201,171,167,157,147,75,46,18,1,88937,134
2020-8-7,68139,3938,1688,1271,1276,1019,991,766,947,932,935,824,806,611,659,583,477,328,367,349,259,258,255,205,191,201,171,167,157,147,75,46,18,1,89057,120
2020-8-8,68139,4007,1693,1272,1276,1019,991,768,947,932,935,839,806,611,659,583,477,328,367,349,259,258,255,205,191,201,171,167,157,147,75,46,18,1,89149,92
2020-8-9,68139,4079,1696,1273,1276,1019,991,786,947,932,935,853,810,615,659,583,477,331,367,349,259,258,255,205,191,201,171,167,157,147,75,46,18,1,89268,119
2020-8-10,68139,4148,1699,1273,1276,1019,991,794,948,932,935,866,816,615,659,583,477,340,367,350,259,258,255,205,191,201,171,169,157,147,75,46,18,1,89380,112
2020-8-11,68139,4181,1705,1275,1276,1019,991,798,948,932,935,875,817,616,659,583,480,340,367,350,261,259,255,205,191,201,171,169,157,147,75,46,18,1,89442,62
2020-8-12,68139,4243,1707,1275,1276,1019,991,800,948,932,935,883,821,618,659,583,481,341,368,351,261,259,255,205,191,201,171,169,157,147,75,46,18,1,89526,84
2020-8-13,68139,4312,1707,1275,1276,1019,991,816,948,932,935,891,821,619,659,583,481,346,368,351,261,259,255,205,191,201,171,169,157,147,75,46,18,1,89625,99
2020-8-14,68139,4360,1709,1275,1276,1019,991,820,948,932,935,898,821,623,661,583,481,348,368,351,261,260,255,205,191,201,171,169,157,147,75,46,18,1,89695,70
2020-8-15,68139,4406,1709,1275,1276,1019,991,825,948,932,935,902,821,624,661,583,482,351,368,351,261,260,255,207,191,201,171,169,157,147,75,46,18,1,89757,62
2020-8-16,68139,4480,1720,1275,1276,1019,991,828,948,932,935,902,822,626,661,583,484,351,370,351,261,260,255,207,195,201,171,169,157,147,75,46,18,1,89856,99
2020-8-17,68139,4524,1721,1275,1276,1019,991,842,948,932,935,902,822,626,664,583,485,356,370,351,261,260,255,209,195,201,171,169,157,147,75,46,18,1,89926,70
2020-8-18,68139,4560,1725,1277,1276,1019,991,850,948,932,935,902,823,626,664,583,486,358,370,351,261,260,255,209,195,201,171,169,157,147,75,46,18,1,89980,54
2020-8-19,68139,4586,1725,1277,1276,1019,991,851,948,935,935,902,824,627,664,583,486,358,370,351,261,260,255,210,195,201,171,169,157,147,75,46,18,1,90013,33
2020-8-20,68139,4604,1725,1277,1276,1019,991,862,948,935,935,902,827,628,665,583,486,358,370,351,261,260,255,216,195,201,171,169,157,147,75,46,18,1,90053,40
2020-8-21,68139,4631,1725,1277,1276,1019,991,875,948,935,935,902,830,628,665,583,487,358,370,351,261,260,255,216,195,201,171,169,157,147,75,46,18,1,90097,44
2020-8-22,68139,4657,1727,1277,1276,1019,991,875,948,935,935,902,830,628,665,583,487,360,371,359,261,260,255,218,195,201,171,169,157,147,75,46,18,1,90138,41
2020-8-23,68139,4682,1727,1277,1276,1019,991,880,948,935,935,902,831,631,665,583,487,362,375,359,261,260,255,218,198,202,171,169,157,147,75,46,18,1,90182,44
2020-8-24,68139,4691,1730,1277,1276,1019,991,882,948,935,935,902,831,635,665,583,487,362,375,360,261,260,255,219,198,202,171,169,157,147,75,46,18,1,90202,20
2020-8-25,68139,4710,1734,1277,1276,1019,991,886,948,935,935,902,831,640,665,583,487,364,375,360,262,260,255,220,199,202,171,169,157,147,75,46,18,1,90239,37
2020-8-26,68139,4734,1734,1277,1276,1019,991,888,948,935,935,902,831,644,665,583,487,364,375,362,262,260,255,220,199,202,171,169,157,147,75,46,18,1,90271,32
2020-8-27,68139,4755,1735,1277,1276,1019,991,891,948,935,935,902,831,648,665,583,487,364,376,362,262,260,255,220,199,202,171,169,157,147,75,46,18,1,90301,30
2020-8-28,68139,4768,1737,1277,1276,1019,991,894,948,935,935,902,831,650,665,583,487,364,378,362,262,260,255,220,199,202,171,169,157,147,75,46,18,1,90323,22
2020-8-29,68139,4786,1738,1277,1276,1019,991,897,948,935,935,902,831,652,665,583,488,364,380,362,262,260,255,221,199,202,171,169,157,147,75,46,18,1,90351,28
2020-8-30,68139,4801,1739,1278,1276,1019,991,903,948,935,935,902,831,652,665,583,488,364,380,362,262,260,255,226,199,203,171,169,157,147,75,46,18,1,90380,29
2020-8-31,68139,4810,1740,1278,1276,1019,991,904,948,935,935,902,831,652,665,583,488,365,383,365,262,261,255,229,199,203,171,169,157,147,75,46,18,1,90402,22
2020-9-1,68139,4822,1742,1278,1276,1019,991,908,948,935,935,902,831,653,665,583,488,365,383,365,263,261,255,229,199,203,171,169,157,147,75,46,18,1,90422,20
2020-9-2,68139,4830,1745,1278,1276,1019,991,908,948,935,935,902,831,655,665,583,489,365,383,365,263,261,255,229,199,203,171,169,157,147,75,46,18,1,90436,14
2020-9-3,68139,4838,1758,1278,1276,1019,991,913,948,935,935,902,831,656,665,583,489,371,384,365,263,261,257,230,199,203,171,169,157,147,75,46,18,1,90473,37
2020-9-4,68139,4850,1760,1278,1276,1019,991,916,948,935,935,902,831,656,665,583,490,374,385,365,263,261,257,231,201,203,171,169,157,147,75,46,18,1,90498,25
2020-9-5,68139,4857,1763,1278,1276,1019,991,918,948,935,935,902,831,656,665,583,492,374,386,365,263,261,257,231,201,203,171,170,157,147,75,46,18,1,90514,16
2020-9-6,68139,4878,1767,1278,1276,1019,991,922,948,935,935,902,831,658,665,584,493,377,386,365,263,261,257,232,201,203,171,170,157,147,75,46,18,1,90551,37
2020-9-7,68139,4889,1769,1278,1276,1019,991,922,948,935,935,902,831,663,665,584,494,378,387,365,263,261,257,233,201,203,171,170,157,147,75,46,18,1,90573,22
2020-9-8,68139,4895,1769,1278,1276,1019,991,923,948,935,935,902,831,664,665,584,495,378,387,365,263,261,257,233,201,203,171,170,157,147,75,46,18,1,90582,9
2020-9-9,68139,4901,1770,1278,1276,1019,991,929,948,935,935,902,831,664,665,584,495,378,387,365,263,261,257,233,201,203,171,170,157,147,75,46,18,1,90595,13
2020-9-10,68139,4913,1774,1278,1276,1019,991,937,948,935,935,902,831,665,665,584,496,378,387,365,264,261,257,233,201,203,171,170,157,147,75,46,18,1,90622,27
2020-9-11,68139,4925,1774,1278,1276,1019,991,939,948,935,935,902,831,665,665,584,498,379,387,365,264,261,257,233,201,203,171,170,157,147,75,46,18,1,90639,17
2020-9-12,68139,4938,1776,1280,1277,1019,991,942,948,935,935,902,831,665,665,584,498,380,388,365,264,261,258,234,201,203,171,170,157,147,75,46,18,1,90664,25
2020-9-13,68139,4957,1778,1280,1277,1019,991,947,948,935,935,902,831,665,665,584,498,381,390,365,264,261,258,234,203,203,171,170,157,147,75,46,18,1,90695,31
2020-9-14,68139,4971,1782,1281,1277,1019,991,948,949,935,935,902,831,666,665,584,499,381,390,365,264,261,258,234,204,203,171,170,157,147,75,46,18,1,90719,24
2020-9-15,68139,4975,1783,1282,1277,1019,991,950,949,935,935,902,831,670,665,584,499,381,392,365,264,261,258,234,205,203,171,170,157,147,75,46,18,1,90734,15
2020-9-16,68139,4984,1783,1282,1278,1019,991,954,949,935,935,902,831,670,665,584,500,382,392,365,264,261,258,234,206,203,171,170,157,147,75,46,18,1,90751,17
2020-9-17,68139,4993,1784,1282,1278,1019,991,966,949,935,935,902,831,670,665,584,503,384,392,365,264,261,258,237,206,203,171,170,157,147,75,46,18,1,90781,30
2020-9-18,68139,4996,1793,1282,1278,1019,991,968,949,935,935,902,831,672,665,584,503,399,394,365,264,261,258,237,206,203,171,170,157,147,75,46,18,1,90814,33
2020-9-19,68139,5009,1797,1282,1279,1019,991,972,949,935,935,902,831,672,665,584,506,399,395,365,265,261,258,237,206,203,171,170,157,147,75,46,18,1,90841,27
2020-9-20,68139,5032,1800,1282,1279,1019,991,974,949,935,935,902,831,672,665,584,507,399,395,365,265,263,258,237,208,203,171,170,157,147,75,46,18,1,90874,33
2020-9-21,68139,5038,1803,1282,1279,1019,991,975,949,935,935,902,831,672,665,584,509,401,396,365,265,263,258,238,209,203,171,170,157,147,75,46,18,1,90891,17
2020-9-22,68139,5046,1807,1282,1280,1019,991,975,949,935,935,902,832,675,665,584,509,401,396,365,265,263,258,239,209,203,171,170,157,147,75,46,18,1,90909,18
